date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2019-11-04,train,[0.6919283996563788],"[0.6864751615101027, 0.6733335308168548, 0.6893296960459312, 0.677857698760432, 0.6863539784401855, 0.6752724599355308, 0.6701827709990064]","[1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.019517267582538356, -0.023205391151479682, 0.016923902032059956, -0.012378859810883935, 0.01641044046978135, 0.007594478934362048, -0.011086606663885057]","[0.003312142793291395, -0.01735826981798405, 0.0062772801874366735, -0.01769436624428522, 0.013586956803424588, 0.0065644927449282076, 0.004671667669522872]","[-0.008529959314360402, -0.04090541768967548, 0.0046576306899166475, -0.013780117220566046, 0.03611417097923053, 0.013045961355992564, -0.0011330839962108152]","[0.026271140756911837, -0.028606696548330923, -0.0012333272643187954, -0.001026678362982647, 0.0028830186509309907, 0.038716606915315754, -0.007641702519368243]","[0.0013162525939691694, 0.010305833335394032, 0.008718988314643239, 0.007432409139163987, 0.011965825007512088, 0.0328389941807008, -0.02176169435275921]","[0.001223269559451401, 0.002145255670635615, 0.012096754632271667, 0.00907671075437766, 0.007568643500349914, 0.029211283159064738, -0.019726402583944536]","[-0.002876826206839822, -0.010250587166866998, -0.0011376824715852996, 0.002280445045091284, -0.003409060491018745, -0.08285565963200592, 0.02730193900160316]","[-0.003946052655972032, -0.025698030961572416, 0.015618543442589505, -0.0026645022684117503, 0.022208283751459446, 0.009090915689462964, -0.006302505182298468]","[0.016949145860284842, -0.0024742047811291412, 0.012526063778869334, -0.01743586613581727, 0.007023345458780694, -0.004319191466187755, 0.00787722305547911]","[0.003646986914350281, -0.017204284903198586, 0.012336725659521486, -0.009345802722284247, 0.008701949665774755, 0.010256435694891763, -0.0007320811854716336]"
2019-11-05,train,[0.6899086818244247],"[0.6919283996563788, 0.6864751615101027, 0.6733335308168548, 0.6893296960459312, 0.677857698760432, 0.6863539784401855, 0.6752724599355308]","[1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.007943824412058875, 0.019517267582538356, -0.023205391151479682, 0.016923902032059956, -0.012378859810883935, 0.01641044046978135, 0.007594478934362048]","[0.003301313662157801, 0.003312142793291395, -0.01735826981798405, 0.0062772801874366735, -0.01769436624428522, 0.013586956803424588, 0.0065644927449282076]","[0.0005735282880252601, -0.008529959314360402, -0.04090541768967548, 0.0046576306899166475, -0.013780117220566046, 0.03611417097923053, 0.013045961355992564]","[0.028488875046216888, 0.026271140756911837, -0.028606696548330923, -0.0012333272643187954, -0.001026678362982647, 0.0028830186509309907, 0.038716606915315754]","[-0.0023003514335263597, 0.0013162525939691694, 0.010305833335394032, 0.008718988314643239, 0.007432409139163987, 0.011965825007512088, 0.0328389941807008]","[0.007025031473581134, 0.001223269559451401, 0.002145255670635615, 0.012096754632271667, 0.00907671075437766, 0.007568643500349914, 0.029211283159064738]","[0.013848803933914855, -0.002876826206839822, -0.010250587166866998, -0.0011376824715852996, 0.002280445045091284, -0.003409060491018745, -0.08285565963200592]","[-0.005629701061672598, -0.003946052655972032, -0.025698030961572416, 0.015618543442589505, -0.0026645022684117503, 0.022208283751459446, 0.009090915689462964]","[0.0014227580028198794, 0.016949145860284842, -0.0024742047811291412, 0.012526063778869334, -0.01743586613581727, 0.007023345458780694, -0.004319191466187755]","[0.010174374078467219, 0.003646986914350281, -0.017204284903198586, 0.012336725659521486, -0.009345802722284247, 0.008701949665774755, 0.010256435694891763]"
2019-11-06,train,[0.6883602314865932],"[0.6899086818244247, 0.6919283996563788, 0.6864751615101027, 0.6733335308168548, 0.6893296960459312, 0.677857698760432, 0.6863539784401855]","[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.002918969409200556, 0.007943824412058875, 0.019517267582538356, -0.023205391151479682, 0.016923902032059956, -0.012378859810883935, 0.01641044046978135]","[0.017274396279985282, 0.003301313662157801, 0.003312142793291395, -0.01735826981798405, 0.0062772801874366735, -0.01769436624428522, 0.013586956803424588]","[0.01347091084486074, 0.0005735282880252601, -0.008529959314360402, -0.04090541768967548, 0.0046576306899166475, -0.013780117220566046, 0.03611417097923053]","[0.0010035976990530049, 0.028488875046216888, 0.026271140756911837, -0.028606696548330923, -0.0012333272643187954, -0.001026678362982647, 0.0028830186509309907]","[-0.02338606645413588, -0.0023003514335263597, 0.0013162525939691694, 0.010305833335394032, 0.008718988314643239, 0.007432409139163987, 0.011965825007512088]","[-0.012738913196607471, 0.007025031473581134, 0.001223269559451401, 0.002145255670635615, 0.012096754632271667, 0.00907671075437766, 0.007568643500349914]","[0.007968092890159761, 0.013848803933914855, -0.002876826206839822, -0.010250587166866998, -0.0011376824715852996, 0.002280445045091284, -0.003409060491018745]","[0.006290691138535642, -0.005629701061672598, -0.003946052655972032, -0.025698030961572416, 0.015618543442589505, -0.0026645022684117503, 0.022208283751459446]","[0.0006088650095019688, 0.0014227580028198794, 0.016949145860284842, -0.0024742047811291412, 0.012526063778869334, -0.01743586613581727, 0.007023345458780694]","[0.012230221651755802, 0.010174374078467219, 0.003646986914350281, -0.017204284903198586, 0.012336725659521486, -0.009345802722284247, 0.008701949665774755]"
2019-11-07,train,[0.7051238894918122],"[0.6883602314865932, 0.6899086818244247, 0.6919283996563788, 0.6864751615101027, 0.6733335308168548, 0.6893296960459312, 0.677857698760432]","[-1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.0022444279636207876, -0.002918969409200556, 0.007943824412058875, 0.019517267582538356, -0.023205391151479682, 0.016923902032059956, -0.012378859810883935]","[-0.013477089503083683, 0.017274396279985282, 0.003301313662157801, 0.003312142793291395, -0.01735826981798405, 0.0062772801874366735, -0.01769436624428522]","[-0.005373312899962013, 0.01347091084486074, 0.0005735282880252601, -0.008529959314360402, -0.04090541768967548, 0.0046576306899166475, -0.013780117220566046]","[-0.003609390596170603, 0.0010035976990530049, 0.028488875046216888, 0.026271140756911837, -0.028606696548330923, -0.0012333272643187954, -0.001026678362982647]","[0.002023590782945117, -0.02338606645413588, -0.0023003514335263597, 0.0013162525939691694, 0.010305833335394032, 0.008718988314643239, 0.007432409139163987]","[-0.004301056618429611, -0.012738913196607471, 0.007025031473581134, 0.001223269559451401, 0.002145255670635615, 0.012096754632271667, 0.00907671075437766]","[-0.010728325044102704, 0.007968092890159761, 0.013848803933914855, -0.002876826206839822, -0.010250587166866998, -0.0011376824715852996, 0.002280445045091284]","[-0.006668128742013946, 0.006290691138535642, -0.005629701061672598, -0.003946052655972032, -0.025698030961572416, 0.015618543442589505, -0.0026645022684117503]","[-0.008113543962916525, 0.0006088650095019688, 0.0014227580028198794, 0.016949145860284842, -0.0024742047811291412, 0.012526063778869334, -0.01743586613581727]","[-0.007818028362695073, 0.012230221651755802, 0.010174374078467219, 0.003646986914350281, -0.017204284903198586, 0.012336725659521486, -0.009345802722284247]"
2019-11-08,train,[0.6788406281053163],"[0.7051238894918122, 0.6883602314865932, 0.6899086818244247, 0.6919283996563788, 0.6864751615101027, 0.6733335308168548, 0.6893296960459312]","[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.024353030925415187, -0.0022444279636207876, -0.002918969409200556, 0.007943824412058875, 0.019517267582538356, -0.023205391151479682, 0.016923902032059956]","[0.0060109625648940845, -0.013477089503083683, 0.017274396279985282, 0.003301313662157801, 0.003312142793291395, -0.01735826981798405, 0.0062772801874366735]","[0.0025590414842475706, -0.005373312899962013, 0.01347091084486074, 0.0005735282880252601, -0.008529959314360402, -0.04090541768967548, 0.0046576306899166475]","[0.008452445064404124, -0.003609390596170603, 0.0010035976990530049, 0.028488875046216888, 0.026271140756911837, -0.028606696548330923, -0.0012333272643187954]","[0.04005387313120279, 0.002023590782945117, -0.02338606645413588, -0.0023003514335263597, 0.0013162525939691694, 0.010305833335394032, 0.008718988314643239]","[0.03208888986188585, -0.004301056618429611, -0.012738913196607471, 0.007025031473581134, 0.001223269559451401, 0.002145255670635615, 0.012096754632271667]","[0.00228304835237525, -0.010728325044102704, 0.007968092890159761, 0.013848803933914855, -0.002876826206839822, -0.010250587166866998, -0.0011376824715852996]","[0.0, -0.006668128742013946, 0.006290691138535642, -0.005629701061672598, -0.003946052655972032, -0.025698030961572416, 0.015618543442589505]","[0.010224948556195601, -0.008113543962916525, 0.0006088650095019688, 0.0014227580028198794, 0.016949145860284842, -0.0024742047811291412, 0.012526063778869334]","[-0.0014326975436259604, -0.007818028362695073, 0.012230221651755802, 0.010174374078467219, 0.003646986914350281, -0.017204284903198586, 0.012336725659521486]"
2019-11-11,train,[0.6867309924354836],"[0.6788406281053163, 0.7051238894918122, 0.6883602314865932, 0.6899086818244247, 0.6919283996563788, 0.6864751615101027, 0.6733335308168548]","[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.037274671555148076, 0.024353030925415187, -0.0022444279636207876, -0.002918969409200556, 0.007943824412058875, 0.019517267582538356, -0.023205391151479682]","[-0.014937513351958587, 0.0060109625648940845, -0.013477089503083683, 0.017274396279985282, 0.003301313662157801, 0.003312142793291395, -0.01735826981798405]","[-0.02892802455150345, 0.0025590414842475706, -0.005373312899962013, 0.01347091084486074, 0.0005735282880252601, -0.008529959314360402, -0.04090541768967548]","[-0.018559175690444185, 0.008452445064404124, -0.003609390596170603, 0.0010035976990530049, 0.028488875046216888, 0.026271140756911837, -0.028606696548330923]","[-0.028478937593218623, 0.04005387313120279, 0.002023590782945117, -0.02338606645413588, -0.0023003514335263597, 0.0013162525939691694, 0.010305833335394032]","[-0.016143524759665517, 0.03208888986188585, -0.004301056618429611, -0.012738913196607471, 0.007025031473581134, 0.001223269559451401, 0.002145255670635615]","[-0.01480639161670283, 0.00228304835237525, -0.010728325044102704, 0.007968092890159761, 0.013848803933914855, -0.002876826206839822, -0.010250587166866998]","[-0.014054923320340751, 0.0, -0.006668128742013946, 0.006290691138535642, -0.005629701061672598, -0.003946052655972032, -0.025698030961572416]","[-0.014170055492260358, 0.010224948556195601, -0.008113543962916525, 0.0006088650095019688, 0.0014227580028198794, 0.016949145860284842, -0.0024742047811291412]","[-0.012912435933984168, -0.0014326975436259604, -0.007818028362695073, 0.012230221651755802, 0.010174374078467219, 0.003646986914350281, -0.017204284903198586]"
2019-11-12,train,[0.667476349104188],"[0.6867309924354836, 0.6788406281053163, 0.7051238894918122, 0.6883602314865932, 0.6899086818244247, 0.6919283996563788, 0.6864751615101027]","[1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.01162329419232, -0.037274671555148076, 0.024353030925415187, -0.0022444279636207876, -0.002918969409200556, 0.007943824412058875, 0.019517267582538356]","[0.004411354987393201, -0.014937513351958587, 0.0060109625648940845, -0.013477089503083683, 0.017274396279985282, 0.003301313662157801, 0.003312142793291395]","[-0.00233644645061426, -0.02892802455150345, 0.0025590414842475706, -0.005373312899962013, 0.01347091084486074, 0.0005735282880252601, -0.008529959314360402]","[-0.02135012668859304, -0.018559175690444185, 0.008452445064404124, -0.003609390596170603, 0.0010035976990530049, 0.028488875046216888, 0.026271140756911837]","[0.014323794091234854, -0.028478937593218623, 0.04005387313120279, 0.002023590782945117, -0.02338606645413588, -0.0023003514335263597, 0.0013162525939691694]","[0.006988743339493286, -0.016143524759665517, 0.03208888986188585, -0.004301056618429611, -0.012738913196607471, 0.007025031473581134, 0.001223269559451401]","[0.013872930002948092, -0.01480639161670283, 0.00228304835237525, -0.010728325044102704, 0.007968092890159761, 0.013848803933914855, -0.002876826206839822]","[0.005106418690782988, -0.014054923320340751, 0.0, -0.006668128742013946, 0.006290691138535642, -0.005629701061672598, -0.003946052655972032]","[0.02874738581620373, -0.014170055492260358, 0.010224948556195601, -0.008113543962916525, 0.0006088650095019688, 0.0014227580028198794, 0.016949145860284842]","[0.009447682578380467, -0.012912435933984168, -0.0014326975436259604, -0.007818028362695073, 0.012230221651755802, 0.010174374078467219, 0.003646986914350281]"
2019-11-13,train,[0.6557485208933078],"[0.667476349104188, 0.6867309924354836, 0.6788406281053163, 0.7051238894918122, 0.6883602314865932, 0.6899086818244247, 0.6919283996563788]","[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.02803811615230778, 0.01162329419232, -0.037274671555148076, 0.024353030925415187, -0.0022444279636207876, -0.002918969409200556, 0.007943824412058875]","[-0.017018910971479673, 0.004411354987393201, -0.014937513351958587, 0.0060109625648940845, -0.013477089503083683, 0.017274396279985282, 0.003301313662157801]","[-0.00936767286848128, -0.00233644645061426, -0.02892802455150345, 0.0025590414842475706, -0.005373312899962013, 0.01347091084486074, 0.0005735282880252601]","[-0.0047787146713507145, -0.02135012668859304, -0.018559175690444185, 0.008452445064404124, -0.003609390596170603, 0.0010035976990530049, 0.028488875046216888]","[-0.014121520341606408, 0.014323794091234854, -0.028478937593218623, 0.04005387313120279, 0.002023590782945117, -0.02338606645413588, -0.0023003514335263597]","[-0.018708477468422302, 0.006988743339493286, -0.016143524759665517, 0.03208888986188585, -0.004301056618429611, -0.012738913196607471, 0.007025031473581134]","[-0.009692136112915084, 0.013872930002948092, -0.01480639161670283, 0.00228304835237525, -0.010728325044102704, 0.007968092890159761, 0.013848803933914855]","[-0.011007629959520093, 0.005106418690782988, -0.014054923320340751, 0.0, -0.006668128742013946, 0.006290691138535642, -0.005629701061672598]","[-0.017964026718414572, 0.02874738581620373, -0.014170055492260358, 0.010224948556195601, -0.008113543962916525, 0.0006088650095019688, 0.0014227580028198794]","[-0.011519135862609331, 0.009447682578380467, -0.012912435933984168, -0.0014326975436259604, -0.007818028362695073, 0.012230221651755802, 0.010174374078467219]"
2019-11-14,train,[0.6644063779996177],"[0.6557485208933078, 0.667476349104188, 0.6867309924354836, 0.6788406281053163, 0.7051238894918122, 0.6883602314865932, 0.6899086818244247]","[-1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.017570402646655436, -0.02803811615230778, 0.01162329419232, -0.037274671555148076, 0.024353030925415187, -0.0022444279636207876, -0.002918969409200556]","[-0.010053074463718725, -0.017018910971479673, 0.004411354987393201, -0.014937513351958587, 0.0060109625648940845, -0.013477089503083683, 0.017274396279985282]","[-0.010342795479324374, -0.00936767286848128, -0.00233644645061426, -0.02892802455150345, 0.0025590414842475706, -0.005373312899962013, 0.01347091084486074]","[-0.016283978479055605, -0.0047787146713507145, -0.02135012668859304, -0.018559175690444185, 0.008452445064404124, -0.003609390596170603, 0.0010035976990530049]","[-0.003997363004781818, -0.014121520341606408, 0.014323794091234854, -0.028478937593218623, 0.04005387313120279, 0.002023590782945117, -0.02338606645413588]","[-0.003690004003555236, -0.018708477468422302, 0.006988743339493286, -0.016143524759665517, 0.03208888986188585, -0.004301056618429611, -0.012738913196607471]","[0.0, -0.009692136112915084, 0.013872930002948092, -0.01480639161670283, 0.00228304835237525, -0.010728325044102704, 0.007968092890159761]","[-0.01648117375096425, -0.011007629959520093, 0.005106418690782988, -0.014054923320340751, 0.0, -0.006668128742013946, 0.006290691138535642]","[0.00670727665122306, -0.017964026718414572, 0.02874738581620373, -0.014170055492260358, 0.010224948556195601, -0.008113543962916525, 0.0006088650095019688]","[-0.016751605965375393, -0.011519135862609331, 0.009447682578380467, -0.012912435933984168, -0.0014326975436259604, -0.007818028362695073, 0.012230221651755802]"
2019-11-18,train,[0.661578773034882],"[0.6644063779996177, 0.6557485208933078, 0.667476349104188, 0.6867309924354836, 0.6788406281053163, 0.7051238894918122, 0.6883602314865932]","[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.013203014311821137, -0.017570402646655436, -0.02803811615230778, 0.01162329419232, -0.037274671555148076, 0.024353030925415187, -0.0022444279636207876]","[0.006487998230927383, -0.010053074463718725, -0.017018910971479673, 0.004411354987393201, -0.014937513351958587, 0.0060109625648940845, -0.013477089503083683]","[-0.004180379805121981, -0.010342795479324374, -0.00936767286848128, -0.00233644645061426, -0.02892802455150345, 0.0025590414842475706, -0.005373312899962013]","[-0.002546666693652333, -0.016283978479055605, -0.0047787146713507145, -0.02135012668859304, -0.018559175690444185, 0.008452445064404124, -0.003609390596170603]","[-0.02006690264630906, -0.003997363004781818, -0.014121520341606408, 0.014323794091234854, -0.028478937593218623, 0.04005387313120279, 0.002023590782945117]","[-0.02129637064538792, -0.003690004003555236, -0.018708477468422302, 0.006988743339493286, -0.016143524759665517, 0.03208888986188585, -0.004301056618429611]","[0.0046056372965370684, 0.0, -0.009692136112915084, 0.013872930002948092, -0.01480639161670283, 0.00228304835237525, -0.010728325044102704]","[0.012187106622322696, -0.01648117375096425, -0.011007629959520093, 0.005106418690782988, -0.014054923320340751, 0.0, -0.006668128742013946]","[0.005451251048213868, 0.00670727665122306, -0.017964026718414572, 0.02874738581620373, -0.014170055492260358, 0.010224948556195601, -0.008113543962916525]","[0.009629638106734673, -0.016751605965375393, -0.011519135862609331, 0.009447682578380467, -0.012912435933984168, -0.0014326975436259604, -0.007818028362695073]"
2019-11-19,train,[0.6517629443715851],"[0.661578773034882, 0.6644063779996177, 0.6557485208933078, 0.667476349104188, 0.6867309924354836, 0.6788406281053163, 0.7051238894918122]","[-1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.00425583657587536, 0.013203014311821137, -0.017570402646655436, -0.02803811615230778, 0.01162329419232, -0.037274671555148076, 0.024353030925415187]","[-0.00448430061781413, 0.006487998230927383, -0.010053074463718725, -0.017018910971479673, 0.004411354987393201, -0.014937513351958587, 0.0060109625648940845]","[-0.006596664279821307, -0.004180379805121981, -0.010342795479324374, -0.00936767286848128, -0.00233644645061426, -0.02892802455150345, 0.0025590414842475706]","[0.012978736390458767, -0.002546666693652333, -0.016283978479055605, -0.0047787146713507145, -0.02135012668859304, -0.018559175690444185, 0.008452445064404124]","[-0.007508509183721146, -0.02006690264630906, -0.003997363004781818, -0.014121520341606408, 0.014323794091234854, -0.028478937593218623, 0.04005387313120279]","[-0.0003153050085737963, -0.02129637064538792, -0.003690004003555236, -0.018708477468422302, 0.006988743339493286, -0.016143524759665517, 0.03208888986188585]","[0.0063036503262823285, 0.0046056372965370684, 0.0, -0.009692136112915084, 0.013872930002948092, -0.01480639161670283, 0.00228304835237525]","[0.00043002490830912343, 0.012187106622322696, -0.01648117375096425, -0.011007629959520093, 0.005106418690782988, -0.014054923320340751, 0.0]","[-0.015261010706353995, 0.005451251048213868, 0.00670727665122306, -0.017964026718414572, 0.02874738581620373, -0.014170055492260358, 0.010224948556195601]","[-0.002201007536266064, 0.009629638106734673, -0.016751605965375393, -0.011519135862609331, 0.009447682578380467, -0.012912435933984168, -0.0014326975436259604]"
2019-11-21,train,[0.6770632764131966],"[0.6517629443715851, 0.661578773034882, 0.6644063779996177, 0.6557485208933078, 0.667476349104188, 0.6867309924354836, 0.6788406281053163]","[-1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.01483697643179871, -0.00425583657587536, 0.013203014311821137, -0.017570402646655436, -0.02803811615230778, 0.01162329419232, -0.037274671555148076]","[-0.010979712404907804, -0.00448430061781413, 0.006487998230927383, -0.010053074463718725, -0.017018910971479673, 0.004411354987393201, -0.014937513351958587]","[-0.001811014032968128, -0.006596664279821307, -0.004180379805121981, -0.010342795479324374, -0.00936767286848128, -0.00233644645061426, -0.02892802455150345]","[0.011762183394553372, 0.012978736390458767, -0.002546666693652333, -0.016283978479055605, -0.0047787146713507145, -0.02135012668859304, -0.018559175690444185]","[-0.010316342429423031, -0.007508509183721146, -0.02006690264630906, -0.003997363004781818, -0.014121520341606408, 0.014323794091234854, -0.028478937593218623]","[-0.014195607322052495, -0.0003153050085737963, -0.02129637064538792, -0.003690004003555236, -0.018708477468422302, 0.006988743339493286, -0.016143524759665517]","[0.006264271850628944, 0.0063036503262823285, 0.0046056372965370684, 0.0, -0.009692136112915084, 0.013872930002948092, -0.01480639161670283]","[-0.01590367253778624, 0.00043002490830912343, 0.012187106622322696, -0.01648117375096425, -0.011007629959520093, 0.005106418690782988, -0.014054923320340751]","[-0.02243071509548178, -0.015261010706353995, 0.005451251048213868, 0.00670727665122306, -0.017964026718414572, 0.02874738581620373, -0.014170055492260358]","[-0.013235316185802093, -0.002201007536266064, 0.009629638106734673, -0.016751605965375393, -0.011519135862609331, 0.009447682578380467, -0.012912435933984168]"
2019-11-22,train,[0.6931536951410976],"[0.6770632764131966, 0.6517629443715851, 0.661578773034882, 0.6644063779996177, 0.6557485208933078, 0.667476349104188, 0.6867309924354836]","[1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.0388183038942258, -0.01483697643179871, -0.00425583657587536, 0.013203014311821137, -0.017570402646655436, -0.02803811615230778, 0.01162329419232]","[0.01024766864235338, -0.010979712404907804, -0.00448430061781413, 0.006487998230927383, -0.010053074463718725, -0.017018910971479673, 0.004411354987393201]","[0.0057453354281600255, -0.001811014032968128, -0.006596664279821307, -0.004180379805121981, -0.010342795479324374, -0.00936767286848128, -0.00233644645061426]","[0.0051899524497216465, 0.011762183394553372, 0.012978736390458767, -0.002546666693652333, -0.016283978479055605, -0.0047787146713507145, -0.02135012668859304]","[0.03717858475662639, -0.010316342429423031, -0.007508509183721146, -0.02006690264630906, -0.003997363004781818, -0.014121520341606408, 0.014323794091234854]","[0.02656005859374999, -0.014195607322052495, -0.0003153050085737963, -0.02129637064538792, -0.003690004003555236, -0.018708477468422302, 0.006988743339493286]","[0.022637216570638996, 0.006264271850628944, 0.0063036503262823285, 0.0046056372965370684, 0.0, -0.009692136112915084, 0.013872930002948092]","[0.012884912443577257, -0.01590367253778624, 0.00043002490830912343, 0.012187106622322696, -0.01648117375096425, -0.011007629959520093, 0.005106418690782988]","[0.01960789462523138, -0.02243071509548178, -0.015261010706353995, 0.005451251048213868, 0.00670727665122306, -0.017964026718414572, 0.02874738581620373]","[0.006706419677811493, -0.013235316185802093, -0.002201007536266064, 0.009629638106734673, -0.016751605965375393, -0.011519135862609331, 0.009447682578380467]"
2019-11-25,train,[0.689545132614673],"[0.6931536951410976, 0.6770632764131966, 0.6517629443715851, 0.661578773034882, 0.6644063779996177, 0.6557485208933078, 0.667476349104188]","[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.023765014716410793, 0.0388183038942258, -0.01483697643179871, -0.00425583657587536, 0.013203014311821137, -0.017570402646655436, -0.02803811615230778]","[0.006762407788646119, 0.01024766864235338, -0.010979712404907804, -0.00448430061781413, 0.006487998230927383, -0.010053074463718725, -0.017018910971479673]","[0.01653638068092711, 0.0057453354281600255, -0.001811014032968128, -0.006596664279821307, -0.004180379805121981, -0.010342795479324374, -0.00936767286848128]","[0.033250736704574235, 0.0051899524497216465, 0.011762183394553372, 0.012978736390458767, -0.002546666693652333, -0.016283978479055605, -0.0047787146713507145]","[0.004355080707044268, 0.03717858475662639, -0.010316342429423031, -0.007508509183721146, -0.02006690264630906, -0.003997363004781818, -0.014121520341606408]","[0.004364070500548101, 0.02656005859374999, -0.014195607322052495, -0.0003153050085737963, -0.02129637064538792, -0.003690004003555236, -0.018708477468422302]","[0.0066408877288344215, 0.022637216570638996, 0.006264271850628944, 0.0063036503262823285, 0.0046056372965370684, 0.0, -0.009692136112915084]","[0.007977553328241127, 0.012884912443577257, -0.01590367253778624, 0.00043002490830912343, 0.012187106622322696, -0.01648117375096425, -0.011007629959520093]","[0.01247955394889444, 0.01960789462523138, -0.02243071509548178, -0.015261010706353995, 0.005451251048213868, 0.00670727665122306, -0.017964026718414572]","[0.014803834631888169, 0.006706419677811493, -0.013235316185802093, -0.002201007536266064, 0.009629638106734673, -0.016751605965375393, -0.011519135862609331]"
2019-11-26,train,[0.6711657003438908],"[0.689545132614673, 0.6931536951410976, 0.6770632764131966, 0.6517629443715851, 0.661578773034882, 0.6644063779996177, 0.6557485208933078]","[-1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.005206006332679314, 0.023765014716410793, 0.0388183038942258, -0.01483697643179871, -0.00425583657587536, 0.013203014311821137, -0.017570402646655436]","[-0.014273672769862022, 0.006762407788646119, 0.01024766864235338, -0.010979712404907804, -0.00448430061781413, 0.006487998230927383, -0.010053074463718725]","[-0.005028078079736598, 0.01653638068092711, 0.0057453354281600255, -0.001811014032968128, -0.006596664279821307, -0.004180379805121981, -0.010342795479324374]","[0.016590082976339238, 0.033250736704574235, 0.0051899524497216465, 0.011762183394553372, 0.012978736390458767, -0.002546666693652333, -0.016283978479055605]","[-0.008338892722389635, 0.004355080707044268, 0.03717858475662639, -0.010316342429423031, -0.007508509183721146, -0.02006690264630906, -0.003997363004781818]","[-0.006207348086968434, 0.004364070500548101, 0.02656005859374999, -0.014195607322052495, -0.0003153050085737963, -0.02129637064538792, -0.003690004003555236]","[0.00054976517802241, 0.0066408877288344215, 0.022637216570638996, 0.006264271850628944, 0.0063036503262823285, 0.0046056372965370684, 0.0]","[-0.0032085887888536613, 0.007977553328241127, 0.012884912443577257, -0.01590367253778624, 0.00043002490830912343, 0.012187106622322696, -0.01648117375096425]","[-0.0347545193446922, 0.01247955394889444, 0.01960789462523138, -0.02243071509548178, -0.015261010706353995, 0.005451251048213868, 0.00670727665122306]","[-0.024070016250026027, 0.014803834631888169, 0.006706419677811493, -0.013235316185802093, -0.002201007536266064, 0.009629638106734673, -0.016751605965375393]"
