date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2019-09-04,train,[0.5922889866133103],"[0.5718225125828422, 0.584546734924153, 0.5914003107672505, 0.5831733267984242, 0.5518003764754039, 0.539439703343845, 0.5280484947716239]","[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.02176767327758966, -0.011588725467874816, 0.014107270670268512, 0.0568556160171787, 0.022913910590819375, 0.021572277328709477, -0.030577940376724233]","[-0.019104459392490725, -0.01296401427555538, -0.004400162077075276, 0.005308177705271255, 0.011333166774520231, 0.011768237683500216, -0.0003017235526417972]","[-0.01686599210590456, -0.010318623443215658, 0.015408273470603806, 0.01883835336338935, -0.005930098325075739, 0.012642213295125826, -0.010322216269157414]","[-0.010649812685174731, 0.009655445022066944, 0.010421313450216907, 0.03725848548620858, 0.0036934406403337228, 0.012149543622267167, -0.01109056274895126]","[0.011857753101024882, -0.007843167174096166, 0.0, 0.03700690694450204, 0.01027115852229854, 0.015859811462242357, -0.013179637278546652]","[0.005005409382696113, -0.010611996446812655, 0.005334267925091618, 0.0376383927456001, 0.007060592164064516, 0.018932222752322092, -0.01307923686383139]","[0.007617045886264995, -0.01816240197964858, 0.00916442497497827, 0.02203854693869478, -0.0011007406538080522, 0.00442232852577451, -0.013093277256797653]","[-0.018619983798609407, -0.012759518407687298, 0.02573202751320669, 0.024312736885471642, -0.008337150465907883, -0.00804650417625774, -0.004671837172599003]","[-0.0043240471699399485, -0.019196442522260826, 0.011514976540775157, 0.015127202183234267, 0.014651187630586815, 0.016548481691842643, -0.03490765526069617]","[-0.015650784899863823, -0.01220501375068006, 0.002446960229292472, 0.00491806725858579, 0.01497498707541256, 0.016060907462634555, -0.004208770223333991]"
2019-09-05,train,[0.606319293152618],"[0.5922889866133103, 0.5718225125828422, 0.584546734924153, 0.5914003107672505, 0.5831733267984242, 0.5518003764754039, 0.539439703343845]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.03579165489309588, -0.02176767327758966, -0.011588725467874816, 0.014107270670268512, 0.0568556160171787, 0.022913910590819375, 0.021572277328709477]","[0.006999377296538212, -0.019104459392490725, -0.01296401427555538, -0.004400162077075276, 0.005308177705271255, 0.011333166774520231, 0.011768237683500216]","[0.012476594523831874, -0.01686599210590456, -0.010318623443215658, 0.015408273470603806, 0.01883835336338935, -0.005930098325075739, 0.012642213295125826]","[0.021968365332681872, -0.010649812685174731, 0.009655445022066944, 0.010421313450216907, 0.03725848548620858, 0.0036934406403337228, 0.012149543622267167]","[0.02578124365536505, 0.011857753101024882, -0.007843167174096166, 0.0, 0.03700690694450204, 0.01027115852229854, 0.015859811462242357]","[0.025257882214744454, 0.005005409382696113, -0.010611996446812655, 0.005334267925091618, 0.0376383927456001, 0.007060592164064516, 0.018932222752322092]","[0.01511872421037097, 0.007617045886264995, -0.01816240197964858, 0.00916442497497827, 0.02203854693869478, -0.0011007406538080522, 0.00442232852577451]","[0.023660745342471756, -0.018619983798609407, -0.012759518407687298, 0.02573202751320669, 0.024312736885471642, -0.008337150465907883, -0.00804650417625774]","[0.0201143101283483, -0.0043240471699399485, -0.019196442522260826, 0.011514976540775157, 0.015127202183234267, 0.014651187630586815, 0.016548481691842643]","[0.015899626534747302, -0.015650784899863823, -0.01220501375068006, 0.002446960229292472, 0.00491806725858579, 0.01497498707541256, 0.016060907462634555]"
2019-09-06,train,[0.6156369247506996],"[0.606319293152618, 0.5922889866133103, 0.5718225125828422, 0.584546734924153, 0.5914003107672505, 0.5831733267984242, 0.5518003764754039]","[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.02368827862144207, 0.03579165489309588, -0.02176767327758966, -0.011588725467874816, 0.014107270670268512, 0.0568556160171787, 0.022913910590819375]","[0.0284073321962639, 0.006999377296538212, -0.019104459392490725, -0.01296401427555538, -0.004400162077075276, 0.005308177705271255, 0.011333166774520231]","[0.02310535494777355, 0.012476594523831874, -0.01686599210590456, -0.010318623443215658, 0.015408273470603806, 0.01883835336338935, -0.005930098325075739]","[0.0, 0.021968365332681872, -0.010649812685174731, 0.009655445022066944, 0.010421313450216907, 0.03725848548620858, 0.0036934406403337228]","[0.004950463047735276, 0.02578124365536505, 0.011857753101024882, -0.007843167174096166, 0.0, 0.03700690694450204, 0.01027115852229854]","[0.006245673389375872, 0.025257882214744454, 0.005005409382696113, -0.010611996446812655, 0.005334267925091618, 0.0376383927456001, 0.007060592164064516]","[-0.005850995078025778, 0.01511872421037097, 0.007617045886264995, -0.01816240197964858, 0.00916442497497827, 0.02203854693869478, -0.0011007406538080522]","[0.03488875823869786, 0.023660745342471756, -0.018619983798609407, -0.012759518407687298, 0.02573202751320669, 0.024312736885471642, -0.008337150465907883]","[0.015012282162457202, 0.0201143101283483, -0.0043240471699399485, -0.019196442522260826, 0.011514976540775157, 0.015127202183234267, 0.014651187630586815]","[0.036243786485995466, 0.015899626534747302, -0.015650784899863823, -0.01220501375068006, 0.002446960229292472, 0.00491806725858579, 0.01497498707541256]"
2019-09-09,train,[0.6189492619951042],"[0.6156369247506996, 0.606319293152618, 0.5922889866133103, 0.5718225125828422, 0.584546734924153, 0.5914003107672505, 0.5831733267984242]","[1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.015367532755940605, 0.02368827862144207, 0.03579165489309588, -0.02176767327758966, -0.011588725467874816, 0.014107270670268512, 0.0568556160171787]","[0.033499836336814415, 0.0284073321962639, 0.006999377296538212, -0.019104459392490725, -0.01296401427555538, -0.004400162077075276, 0.005308177705271255]","[0.04185483978469273, 0.02310535494777355, 0.012476594523831874, -0.01686599210590456, -0.010318623443215658, 0.015408273470603806, 0.01883835336338935]","[-0.0015047225738480385, 0.0, 0.021968365332681872, -0.010649812685174731, 0.009655445022066944, 0.010421313450216907, 0.03725848548620858]","[0.0049261489625584964, 0.004950463047735276, 0.02578124365536505, 0.011857753101024882, -0.007843167174096166, 0.0, 0.03700690694450204]","[0.0065517425537109375, 0.006245673389375872, 0.025257882214744454, 0.005005409382696113, -0.010611996446812655, 0.005334267925091618, 0.0376383927456001]","[0.0016050710775641353, -0.005850995078025778, 0.01511872421037097, 0.007617045886264995, -0.01816240197964858, 0.00916442497497827, 0.02203854693869478]","[0.040665831066297065, 0.03488875823869786, 0.023660745342471756, -0.018619983798609407, -0.012759518407687298, 0.02573202751320669, 0.024312736885471642]","[0.013245083861447071, 0.015012282162457202, 0.0201143101283483, -0.0043240471699399485, -0.019196442522260826, 0.011514976540775157, 0.015127202183234267]","[0.029411755787203564, 0.036243786485995466, 0.015899626534747302, -0.015650784899863823, -0.01220501375068006, 0.002446960229292472, 0.00491806725858579]"
2019-09-10,train,[0.6169430089486966],"[0.6189492619951042, 0.6156369247506996, 0.606319293152618, 0.5922889866133103, 0.5718225125828422, 0.584546734924153, 0.5914003107672505]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.0053803420672760005, 0.015367532755940605, 0.02368827862144207, 0.03579165489309588, -0.02176767327758966, -0.011588725467874816, 0.014107270670268512]","[0.02445267714318322, 0.033499836336814415, 0.0284073321962639, 0.006999377296538212, -0.019104459392490725, -0.01296401427555538, -0.004400162077075276]","[0.01271681207719988, 0.04185483978469273, 0.02310535494777355, 0.012476594523831874, -0.01686599210590456, -0.010318623443215658, 0.015408273470603806]","[0.031001046352143513, -0.0015047225738480385, 0.0, 0.021968365332681872, -0.010649812685174731, 0.009655445022066944, 0.010421313450216907]","[0.015460024145364626, 0.0049261489625584964, 0.004950463047735276, 0.02578124365536505, 0.011857753101024882, -0.007843167174096166, 0.0]","[0.019869815453731787, 0.0065517425537109375, 0.006245673389375872, 0.025257882214744454, 0.005005409382696113, -0.010611996446812655, 0.005334267925091618]","[0.008012902317357407, 0.0016050710775641353, -0.005850995078025778, 0.01511872421037097, 0.007617045886264995, -0.01816240197964858, 0.00916442497497827]","[0.012350690785378093, 0.040665831066297065, 0.03488875823869786, 0.023660745342471756, -0.018619983798609407, -0.012759518407687298, 0.02573202751320669]","[-0.045315942525229747, 0.013245083861447071, 0.015012282162457202, 0.0201143101283483, -0.0043240471699399485, -0.019196442522260826, 0.011514976540775157]","[0.012355200754337936, 0.029411755787203564, 0.036243786485995466, 0.015899626534747302, -0.015650784899863823, -0.01220501375068006, 0.002446960229292472]"
2019-09-11,train,[0.6225174301648898],"[0.6169430089486966, 0.6189492619951042, 0.6156369247506996, 0.606319293152618, 0.5922889866133103, 0.5718225125828422, 0.584546734924153]","[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.003241385311520961, 0.0053803420672760005, 0.015367532755940605, 0.02368827862144207, 0.03579165489309588, -0.02176767327758966, -0.011588725467874816]","[-0.01942817019034737, 0.02445267714318322, 0.033499836336814415, 0.0284073321962639, 0.006999377296538212, -0.019104459392490725, -0.01296401427555538]","[-0.01769407691392033, 0.01271681207719988, 0.04185483978469273, 0.02310535494777355, 0.012476594523831874, -0.01686599210590456, -0.010318623443215658]","[0.00730846300436605, 0.031001046352143513, -0.0015047225738480385, 0.0, 0.021968365332681872, -0.010649812685174731, 0.009655445022066944]","[0.006312665219735392, 0.015460024145364626, 0.0049261489625584964, 0.004950463047735276, 0.02578124365536505, 0.011857753101024882, -0.007843167174096166]","[0.0077258830601174555, 0.019869815453731787, 0.0065517425537109375, 0.006245673389375872, 0.025257882214744454, 0.005005409382696113, -0.010611996446812655]","[-0.002649769061229712, 0.008012902317357407, 0.0016050710775641353, -0.005850995078025778, 0.01511872421037097, 0.007617045886264995, -0.01816240197964858]","[-0.016800003051757773, 0.012350690785378093, 0.040665831066297065, 0.03488875823869786, 0.023660745342471756, -0.018619983798609407, -0.012759518407687298]","[0.0018256921864865383, -0.045315942525229747, 0.013245083861447071, 0.015012282162457202, 0.0201143101283483, -0.0043240471699399485, -0.019196442522260826]","[-0.009916103573252677, 0.012355200754337936, 0.029411755787203564, 0.036243786485995466, 0.015899626534747302, -0.015650784899863823, -0.01220501375068006]"
2019-09-12,train,[0.6349723567952734],"[0.6225174301648898, 0.6169430089486966, 0.6189492619951042, 0.6156369247506996, 0.606319293152618, 0.5922889866133103, 0.5718225125828422]","[1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.00903555293655467, -0.003241385311520961, 0.0053803420672760005, 0.015367532755940605, 0.02368827862144207, 0.03579165489309588, -0.02176767327758966]","[-0.004528832545056205, -0.01942817019034737, 0.02445267714318322, 0.033499836336814415, 0.0284073321962639, 0.006999377296538212, -0.019104459392490725]","[-0.004357942556643346, -0.01769407691392033, 0.01271681207719988, 0.04185483978469273, 0.02310535494777355, 0.012476594523831874, -0.01686599210590456]","[-0.006011627392973229, 0.00730846300436605, 0.031001046352143513, -0.0015047225738480385, 0.0, 0.021968365332681872, -0.010649812685174731]","[-0.008487067859733188, 0.006312665219735392, 0.015460024145364626, 0.0049261489625584964, 0.004950463047735276, 0.02578124365536505, 0.011857753101024882]","[-0.01766668955485029, 0.0077258830601174555, 0.019869815453731787, 0.0065517425537109375, 0.006245673389375872, 0.025257882214744454, 0.005005409382696113]","[0.004782154837794206, -0.002649769061229712, 0.008012902317357407, 0.0016050710775641353, -0.005850995078025778, 0.01511872421037097, 0.007617045886264995]","[-0.023799800093101564, -0.016800003051757773, 0.012350690785378093, 0.040665831066297065, 0.03488875823869786, 0.023660745342471756, -0.018619983798609407]","[0.0143507342032001, 0.0018256921864865383, -0.045315942525229747, 0.013245083861447071, 0.015012282162457202, 0.0201143101283483, -0.0043240471699399485]","[-0.0030816612683898237, -0.009916103573252677, 0.012355200754337936, 0.029411755787203564, 0.036243786485995466, 0.015899626534747302, -0.015650784899863823]"
2019-09-13,train,[0.6232579933699397],"[0.6349723567952734, 0.6225174301648898, 0.6169430089486966, 0.6189492619951042, 0.6156369247506996, 0.606319293152618, 0.5922889866133103]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.02000735405446341, 0.00903555293655467, -0.003241385311520961, 0.0053803420672760005, 0.015367532755940605, 0.02368827862144207, 0.03579165489309588]","[0.0062553662825430845, -0.004528832545056205, -0.01942817019034737, 0.02445267714318322, 0.033499836336814415, 0.0284073321962639, 0.006999377296538212]","[-0.010796650951753639, -0.004357942556643346, -0.01769407691392033, 0.01271681207719988, 0.04185483978469273, 0.02310535494777355, 0.012476594523831874]","[0.03628775466286083, -0.006011627392973229, 0.00730846300436605, 0.031001046352143513, -0.0015047225738480385, 0.0, 0.021968365332681872]","[0.007071031662625238, -0.008487067859733188, 0.006312665219735392, 0.015460024145364626, 0.0049261489625584964, 0.004950463047735276, 0.02578124365536505]","[0.012215833686444189, -0.01766668955485029, 0.0077258830601174555, 0.019869815453731787, 0.0065517425537109375, 0.006245673389375872, 0.025257882214744454]","[0.024325806215394596, 0.004782154837794206, -0.002649769061229712, 0.008012902317357407, 0.0016050710775641353, -0.005850995078025778, 0.01511872421037097]","[0.0002083417625236006, -0.023799800093101564, -0.016800003051757773, 0.012350690785378093, 0.040665831066297065, 0.03488875823869786, 0.023660745342471756]","[-0.0011228214334421116, 0.0143507342032001, 0.0018256921864865383, -0.045315942525229747, 0.013245083861447071, 0.015012282162457202, 0.0201143101283483]","[0.013137564281815006, -0.0030816612683898237, -0.009916103573252677, 0.012355200754337936, 0.029411755787203564, 0.036243786485995466, 0.015899626534747302]"
2019-09-16,train,[0.6256681899827382],"[0.6232579933699397, 0.6349723567952734, 0.6225174301648898, 0.6169430089486966, 0.6189492619951042, 0.6156369247506996, 0.606319293152618]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.018448619534331412, 0.02000735405446341, 0.00903555293655467, -0.003241385311520961, 0.0053803420672760005, 0.015367532755940605, 0.02368827862144207]","[0.013563140732258061, 0.0062553662825430845, -0.004528832545056205, -0.01942817019034737, 0.02445267714318322, 0.033499836336814415, 0.0284073321962639]","[-0.012979339384643795, -0.010796650951753639, -0.004357942556643346, -0.01769407691392033, 0.01271681207719988, 0.04185483978469273, 0.02310535494777355]","[0.002012523477201489, 0.03628775466286083, -0.006011627392973229, 0.00730846300436605, 0.031001046352143513, -0.0015047225738480385, 0.0]","[-0.006651896109692412, 0.007071031662625238, -0.008487067859733188, 0.006312665219735392, 0.015460024145364626, 0.0049261489625584964, 0.004950463047735276]","[-0.005698963349941022, 0.012215833686444189, -0.01766668955485029, 0.0077258830601174555, 0.019869815453731787, 0.0065517425537109375, 0.006245673389375872]","[-0.013939104081853948, 0.024325806215394596, 0.004782154837794206, -0.002649769061229712, 0.008012902317357407, 0.0016050710775641353, -0.005850995078025778]","[-0.01791667938232422, 0.0002083417625236006, -0.023799800093101564, -0.016800003051757773, 0.012350690785378093, 0.040665831066297065, 0.03488875823869786]","[-0.03327337134594577, -0.0011228214334421116, 0.0143507342032001, 0.0018256921864865383, -0.045315942525229747, 0.013245083861447071, 0.015012282162457202]","[0.003813897181103032, 0.013137564281815006, -0.0030816612683898237, -0.009916103573252677, 0.012355200754337936, 0.029411755787203564, 0.036243786485995466]"
2019-09-17,train,[0.6382846940396781],"[0.6256681899827382, 0.6232579933699397, 0.6349723567952734, 0.6225174301648898, 0.6169430089486966, 0.6189492619951042, 0.6156369247506996]","[1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.0038670929830624257, -0.018448619534331412, 0.02000735405446341, 0.00903555293655467, -0.003241385311520961, 0.0053803420672760005, 0.015367532755940605]","[-0.017842191488875225, 0.013563140732258061, 0.0062553662825430845, -0.004528832545056205, -0.01942817019034737, 0.02445267714318322, 0.033499836336814415]","[-0.013150017930275038, -0.012979339384643795, -0.010796650951753639, -0.004357942556643346, -0.01769407691392033, 0.01271681207719988, 0.04185483978469273]","[-0.024101240025589665, 0.002012523477201489, 0.03628775466286083, -0.006011627392973229, 0.00730846300436605, 0.031001046352143513, -0.0015047225738480385]","[0.043898822247661506, -0.006651896109692412, 0.007071031662625238, -0.008487067859733188, 0.006312665219735392, 0.015460024145364626, 0.0049261489625584964]","[0.045178697217856056, -0.005698963349941022, 0.012215833686444189, -0.01766668955485029, 0.0077258830601174555, 0.019869815453731787, 0.0065517425537109375]","[0.0026177610503639315, -0.013939104081853948, 0.024325806215394596, 0.004782154837794206, -0.002649769061229712, 0.008012902317357407, 0.0016050710775641353]","[-0.010394524185698861, -0.01791667938232422, 0.0002083417625236006, -0.023799800093101564, -0.016800003051757773, 0.012350690785378093, 0.040665831066297065]","[0.0016278998796330768, -0.03327337134594577, -0.0011228214334421116, 0.0143507342032001, 0.0018256921864865383, -0.045315942525229747, 0.013245083861447071]","[-0.0030395108143480565, 0.003813897181103032, 0.013137564281815006, -0.0030816612683898237, -0.009916103573252677, 0.012355200754337936, 0.029411755787203564]"
2019-09-18,train,[0.6371401872682375],"[0.6382846940396781, 0.6256681899827382, 0.6232579933699397, 0.6349723567952734, 0.6225174301648898, 0.6169430089486966, 0.6189492619951042]","[1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.02016484817182085, 0.0038670929830624257, -0.018448619534331412, 0.02000735405446341, 0.00903555293655467, -0.003241385311520961, 0.0053803420672760005]","[0.003690067266659547, -0.017842191488875225, 0.013563140732258061, 0.0062553662825430845, -0.004528832545056205, -0.01942817019034737, 0.02445267714318322]","[0.026650490285657025, -0.013150017930275038, -0.012979339384643795, -0.010796650951753639, -0.004357942556643346, -0.01769407691392033, 0.01271681207719988]","[0.006379941805258582, -0.024101240025589665, 0.002012523477201489, 0.03628775466286083, -0.006011627392973229, 0.00730846300436605, 0.031001046352143513]","[-0.013185992121412915, 0.043898822247661506, -0.006651896109692412, 0.007071031662625238, -0.008487067859733188, 0.006312665219735392, 0.015460024145364626]","[-0.015483856201171875, 0.045178697217856056, -0.005698963349941022, 0.012215833686444189, -0.01766668955485029, 0.0077258830601174555, 0.019869815453731787]","[0.01462144606909388, 0.0026177610503639315, -0.013939104081853948, 0.024325806215394596, 0.004782154837794206, -0.002649769061229712, 0.008012902317357407]","[0.013933498176223136, -0.010394524185698861, -0.01791667938232422, 0.0002083417625236006, -0.023799800093101564, -0.016800003051757773, 0.012350690785378093]","[0.024378900499196554, 0.0016278998796330768, -0.03327337134594577, -0.0011228214334421116, 0.0143507342032001, 0.0018256921864865383, -0.045315942525229747]","[0.004573202754577732, -0.0030395108143480565, 0.003813897181103032, 0.013137564281815006, -0.0030816612683898237, -0.009916103573252677, 0.012355200754337936]"
2019-09-19,train,[0.6345414836577898],"[0.6371401872682375, 0.6382846940396781, 0.6256681899827382, 0.6232579933699397, 0.6349723567952734, 0.6225174301648898, 0.6169430089486966]","[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.0017930976288920153, 0.02016484817182085, 0.0038670929830624257, -0.018448619534331412, 0.02000735405446341, 0.00903555293655467, -0.003241385311520961]","[-0.0031108769358833, 0.003690067266659547, -0.017842191488875225, 0.013563140732258061, 0.0062553662825430845, -0.004528832545056205, -0.01942817019034737]","[0.0029498808053323167, 0.026650490285657025, -0.013150017930275038, -0.012979339384643795, -0.010796650951753639, -0.004357942556643346, -0.01769407691392033]","[-0.010224948556195601, 0.006379941805258582, -0.024101240025589665, 0.002012523477201489, 0.03628775466286083, -0.006011627392973229, 0.00730846300436605]","[-0.016973680449194672, -0.013185992121412915, 0.043898822247661506, -0.006651896109692412, 0.007071031662625238, -0.008487067859733188, 0.006312665219735392]","[-0.016382699623217367, -0.015483856201171875, 0.045178697217856056, -0.005698963349941022, 0.012215833686444189, -0.01766668955485029, 0.0077258830601174555]","[-0.008749360454135435, 0.01462144606909388, 0.0026177610503639315, -0.013939104081853948, 0.024325806215394596, 0.004782154837794206, -0.002649769061229712]","[0.015222013368215714, 0.013933498176223136, -0.010394524185698861, -0.01791667938232422, 0.0002083417625236006, -0.023799800093101564, -0.016800003051757773]","[0.018132349420398652, 0.024378900499196554, 0.0016278998796330768, -0.03327337134594577, -0.0011228214334421116, 0.0143507342032001, 0.0018256921864865383]","[0.0015174130217205928, 0.004573202754577732, -0.0030395108143480565, 0.003813897181103032, 0.013137564281815006, -0.0030816612683898237, -0.009916103573252677]"
2019-09-20,train,[0.6409776511489502],"[0.6345414836577898, 0.6371401872682375, 0.6382846940396781, 0.6256681899827382, 0.6232579933699397, 0.6349723567952734, 0.6225174301648898]","[-1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[-0.004078699887994364, -0.0017930976288920153, 0.02016484817182085, 0.0038670929830624257, -0.018448619534331412, 0.02000735405446341, 0.00903555293655467]","[-0.016737592981216798, -0.0031108769358833, 0.003690067266659547, -0.017842191488875225, 0.013563140732258061, 0.0062553662825430845, -0.004528832545056205]","[-0.012058796940377148, 0.0029498808053323167, 0.026650490285657025, -0.013150017930275038, -0.012979339384643795, -0.010796650951753639, -0.004357942556643346]","[-0.0016529303415808716, -0.010224948556195601, 0.006379941805258582, -0.024101240025589665, 0.002012523477201489, 0.03628775466286083, -0.006011627392973229]","[0.0025716974261094094, -0.016973680449194672, -0.013185992121412915, 0.043898822247661506, -0.006651896109692412, 0.007071031662625238, -0.008487067859733188]","[0.007328424716849025, -0.016382699623217367, -0.015483856201171875, 0.045178697217856056, -0.005698963349941022, 0.012215833686444189, -0.01766668955485029]","[0.004672905063257904, -0.008749360454135435, 0.01462144606909388, 0.0026177610503639315, -0.013939104081853948, 0.024325806215394596, 0.004782154837794206]","[-0.026030820243316044, 0.015222013368215714, 0.013933498176223136, -0.010394524185698861, -0.01791667938232422, 0.0002083417625236006, -0.023799800093101564]","[-0.007568930359522441, 0.018132349420398652, 0.024378900499196554, 0.0016278998796330768, -0.03327337134594577, -0.0011228214334421116, 0.0143507342032001]","[-0.009090900552502501, 0.0015174130217205928, 0.004573202754577732, -0.0030395108143480565, 0.003813897181103032, 0.013137564281815006, -0.0030816612683898237]"
2019-09-23,train,[0.6385674545361517],"[0.6409776511489502, 0.6345414836577898, 0.6371401872682375, 0.6382846940396781, 0.6256681899827382, 0.6232579933699397, 0.6349723567952734]","[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.010143020837754202, -0.004078699887994364, -0.0017930976288920153, 0.02016484817182085, 0.0038670929830624257, -0.018448619534331412, 0.02000735405446341]","[0.0025966576163909405, -0.016737592981216798, -0.0031108769358833, 0.003690067266659547, -0.017842191488875225, 0.013563140732258061, 0.0062553662825430845]","[0.017564750298394438, -0.012058796940377148, 0.0029498808053323167, 0.026650490285657025, -0.013150017930275038, -0.012979339384643795, -0.010796650951753639]","[0.0020695048582917153, -0.0016529303415808716, -0.010224948556195601, 0.006379941805258582, -0.024101240025589665, 0.002012523477201489, 0.03628775466286083]","[-0.010626636342922935, 0.0025716974261094094, -0.016973680449194672, -0.013185992121412915, 0.043898822247661506, -0.006651896109692412, 0.007071031662625238]","[0.002645500142578028, 0.007328424716849025, -0.016382699623217367, -0.015483856201171875, 0.045178697217856056, -0.005698963349941022, 0.012215833686444189]","[0.0020671321648662033, 0.004672905063257904, -0.008749360454135435, 0.01462144606909388, 0.0026177610503639315, -0.013939104081853948, 0.024325806215394596]","[0.015822062358921585, -0.026030820243316044, 0.015222013368215714, 0.013933498176223136, -0.010394524185698861, -0.01791667938232422, 0.0002083417625236006]","[0.01659932331483316, -0.007568930359522441, 0.018132349420398652, 0.024378900499196554, 0.0016278998796330768, -0.03327337134594577, -0.0011228214334421116]","[0.012232404307749745, -0.009090900552502501, 0.0015174130217205928, 0.004573202754577732, -0.0030395108143480565, 0.003813897181103032, 0.013137564281815006]"
2019-09-24,train,[0.6283072879498249],"[0.6385674545361517, 0.6409776511489502, 0.6345414836577898, 0.6371401872682375, 0.6382846940396781, 0.6256681899827382, 0.6232579933699397]","[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.003760188219477323, 0.010143020837754202, -0.004078699887994364, -0.0017930976288920153, 0.02016484817182085, 0.0038670929830624257, -0.018448619534331412]","[-0.0031654851899730607, 0.0025966576163909405, -0.016737592981216798, -0.0031108769358833, 0.003690067266659547, -0.017842191488875225, 0.013563140732258061]","[0.0020479332895384506, 0.017564750298394438, -0.012058796940377148, 0.0029498808053323167, 0.026650490285657025, -0.013150017930275038, -0.012979339384643795]","[-0.006608833269833858, 0.0020695048582917153, -0.0016529303415808716, -0.010224948556195601, 0.006379941805258582, -0.024101240025589665, 0.002012523477201489]","[0.017777760823567634, -0.010626636342922935, 0.0025716974261094094, -0.016973680449194672, -0.013185992121412915, 0.043898822247661506, -0.006651896109692412]","[0.0042876342158217895, 0.002645500142578028, 0.007328424716849025, -0.016382699623217367, -0.015483856201171875, 0.045178697217856056, -0.005698963349941022]","[0.0010314831559175008, 0.0020671321648662033, 0.004672905063257904, -0.008749360454135435, 0.01462144606909388, 0.0026177610503639315, -0.013939104081853948]","[-0.004841076623066987, 0.015822062358921585, -0.026030820243316044, 0.015222013368215714, 0.013933498176223136, -0.010394524185698861, -0.01791667938232422]","[-0.01015002399757714, 0.01659932331483316, -0.007568930359522441, 0.018132349420398652, 0.024378900499196554, 0.0016278998796330768, -0.03327337134594577]","[-0.010573972210621396, 0.012232404307749745, -0.009090900552502501, 0.0015174130217205928, 0.004573202754577732, -0.0030395108143480565, 0.003813897181103032]"
