symbol,date,close,open,low,high,volume,adjclose
^BVSP,1993-04-27,24.5,24.799999237060547,24.5,25.399999618530273,0.0,24.5
^BVSP,1993-04-28,24.299999237060547,24.5,23.700000762939453,24.600000381469727,0.0,24.299999237060547
^BVSP,1993-04-29,23.700000762939453,24.299999237060547,23.700000762939453,24.799999237060547,0.0,23.700000762939453
^BVSP,1993-04-30,24.100000381469727,23.700000762939453,23.700000762939453,24.200000762939453,0.0,24.100000381469727
^BVSP,1993-05-03,24.100000381469727,24.100000381469727,23.799999237060547,24.399999618530273,0.0,24.100000381469727
^BVSP,1993-05-04,24.899999618530273,24.100000381469727,24.100000381469727,25.0,0.0,24.899999618530273
^BVSP,1993-05-05,24.600000381469727,24.899999618530273,24.299999237060547,24.899999618530273,0.0,24.600000381469727
^BVSP,1993-05-06,25.600000381469727,24.600000381469727,24.600000381469727,25.700000762939453,0.0,25.600000381469727
^BVSP,1993-05-07,25.799999237060547,25.600000381469727,25.5,26.100000381469727,0.0,25.799999237060547
^BVSP,1993-05-10,25.200000762939453,25.799999237060547,25.100000381469727,25.799999237060547,0.0,25.200000762939453
^BVSP,1993-05-11,26.299999237060547,25.200000762939453,25.100000381469727,26.299999237060547,0.0,26.299999237060547
^BVSP,1993-05-12,26.700000762939453,26.299999237060547,26.200000762939453,27.100000381469727,0.0,26.700000762939453
^BVSP,1993-05-13,27.399999618530273,26.700000762939453,26.700000762939453,27.600000381469727,0.0,27.399999618530273
^BVSP,1993-05-14,27.799999237060547,27.399999618530273,27.399999618530273,27.899999618530273,0.0,27.799999237060547
^BVSP,1993-05-17,29.299999237060547,27.799999237060547,27.700000762939453,29.299999237060547,0.0,29.299999237060547
^BVSP,1993-05-18,29.5,29.299999237060547,29.299999237060547,30.0,0.0,29.5
^BVSP,1993-05-19,29.899999618530273,29.5,29.5,30.299999237060547,0.0,29.899999618530273
^BVSP,1993-05-20,32.0,29.899999618530273,29.899999618530273,32.099998474121094,0.0,32.0
^BVSP,1993-05-21,33.20000076293945,32.0,31.700000762939453,33.5,0.0,33.20000076293945
^BVSP,1993-05-24,33.79999923706055,33.20000076293945,33.20000076293945,34.29999923706055,0.0,33.79999923706055
^BVSP,1993-05-25,34.400001525878906,33.79999923706055,33.79999923706055,34.5,0.0,34.400001525878906
^BVSP,1993-05-26,35.0,34.400001525878906,34.400001525878906,35.599998474121094,0.0,35.0
^BVSP,1993-05-27,34.79999923706055,35.0,34.70000076293945,35.099998474121094,0.0,34.79999923706055
^BVSP,1993-05-28,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,0.0,34.900001525878906
^BVSP,1993-05-31,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,0.0,34.900001525878906
^BVSP,1993-06-01,37.20000076293945,35.400001525878906,35.400001525878906,37.20000076293945,0.0,37.20000076293945
^BVSP,1993-06-02,39.29999923706055,37.79999923706055,37.79999923706055,39.599998474121094,0.0,39.29999923706055
^BVSP,1993-06-03,40.79999923706055,39.5,38.79999923706055,40.900001525878906,0.0,40.79999923706055
^BVSP,1993-06-04,41.20000076293945,41.099998474121094,40.5,42.0,0.0,41.20000076293945
^BVSP,1993-06-07,42.20000076293945,41.0,41.0,43.29999923706055,0.0,42.20000076293945
^BVSP,1993-06-08,42.20000076293945,42.400001525878906,42.0,43.0,0.0,42.20000076293945
^BVSP,1993-06-09,41.5,42.20000076293945,41.20000076293945,42.29999923706055,0.0,41.5
^BVSP,1993-06-11,44.900001525878906,44.599998474121094,44.599998474121094,44.900001525878906,0.0,44.900001525878906
^BVSP,1993-06-14,45.20000076293945,44.900001525878906,44.5,46.0,0.0,45.20000076293945
^BVSP,1993-06-15,45.900001525878906,45.20000076293945,45.20000076293945,47.599998474121094,0.0,45.900001525878906
^BVSP,1993-06-16,49.400001525878906,45.900001525878906,45.900001525878906,49.400001525878906,0.0,49.400001525878906
^BVSP,1993-06-17,47.099998474121094,49.400001525878906,44.400001525878906,53.099998474121094,0.0,47.099998474121094
^BVSP,1993-06-18,47.400001525878906,47.099998474121094,46.5,49.099998474121094,0.0,47.400001525878906
^BVSP,1993-06-21,47.900001525878906,47.400001525878906,47.099998474121094,48.900001525878906,0.0,47.900001525878906
^BVSP,1993-06-22,49.5,47.900001525878906,47.29999923706055,49.599998474121094,0.0,49.5
^BVSP,1993-06-23,48.099998474121094,49.5,48.099998474121094,51.29999923706055,0.0,48.099998474121094
^BVSP,1993-06-24,48.70000076293945,48.099998474121094,47.70000076293945,49.29999923706055,0.0,48.70000076293945
